Date,Platform,Post_ID,Post Type,Likes,Comments,Shares,Impressions,Followers,Audience Age,Audience Gender,Audience Location,Sentiment,Reach,Engagement Rate
1/30/2023,Facebook,Post_16,Carousel,817,42,490,90508,86541,53,Other,Lebanon,Positive,1388,69.38
1/13/2023,Twitter,Post_75,Text,804,142,263,97212,19949,29,Male,Liberia,Positive,1532,37.01
1/9/2023,Instagram,Post_42,Video,958,272,187,25261,49958,38,Male,Maldives,Positive,3367,47.31
9/9/2023,Twitter,Post_69,Video,415,285,347,9467,43378,41,Female,Ukraine,Positive,4700,15.3
9/9/2023,Facebook,Post_2,Text,897,4,73,96347,91188,52,Other,Algeria,Positive,4507,19.88
12/10/2023,Twitter,Post_21,Image,356,123,458,85090,26134,34,Female,Liechtenstein,Neutral,774,42.51
4/9/2023,Twitter,Post_48,Carousel,577,50,62,5851,24597,18,Male,Falkland Islands (Malvinas),Positive,1759,57.42
8/29/2023,Facebook,Post_10,Image,417,299,492,14457,21714,21,Male,Gambia,Positive,3810,39.48
7/27/2023,Twitter,Post_32,Image,786,56,269,15556,8385,38,Male,Palau,Positive,3107,20.34
6/22/2023,Twitter,Post_96,Image,653,21,432,3859,47941,53,Male,Poland,Positive,957,82.55
5/6/2023,Instagram,Post_65,Text,21,179,466,30769,191532,56,Other,Solomon Islands,Positive,3330,12.1
6/10/2023,Facebook,Post_40,Image,951,34,209,89029,49892,46,Female,Guinea,Neutral,4885,20.9
12/31/2023,Facebook,Post_62,Image,400,244,302,64041,24503,30,Female,Malaysia,Neutral,2684,28.99
6/26/2023,Twitter,Post_71,Text,659,198,161,82576,33776,47,Male,Norway,Neutral,3607,20.71
1/24/2023,Facebook,Post_47,Image,223,100,118,16908,55777,27,Male,Niue,Negative,675,143.11
1/26/2023,Instagram,Post_88,Video,256,159,184,55399,56953,65,Other,Haiti,Positive,1858,52.74
2/20/2023,Facebook,Post_94,Text,479,40,441,64165,93291,55,Male,Kiribati,Positive,2139,40.77
1/9/2023,Instagram,Post_16,Video,761,282,330,26030,55748,54,Other,Kenya,Neutral,3815,18.95
2/13/2023,Facebook,Post_3,Video,671,180,468,25381,44741,59,Male,Colombia,Neutral,3011,31.29
7/21/2023,Facebook,Post_10,Image,409,252,18,2835,30670,22,Female,Kuwait,Neutral,4578,11.4
5/16/2023,Twitter,Post_96,Text,544,228,381,6117,24915,54,Male,Nauru,Neutral,910,95.05
7/2/2023,Facebook,Post_45,Video,879,86,129,84722,98976,39,Other,Argentina,Negative,1564,65.09
10/19/2023,Facebook,Post_91,Text,772,124,397,18431,35498,20,Female,Israel,Negative,712,158.57
10/10/2023,Facebook,Post_78,Carousel,914,142,128,3521,71767,40,Other,Paraguay,Positive,1289,50.12
11/20/2023,Facebook,Post_88,Image,15,3,397,99301,90111,45,Other,Jersey,Negative,4946,29.98
10/13/2023,Twitter,Post_94,Text,316,53,185,21656,25733,25,Female,Lebanon,Negative,1074,103.54
5/24/2023,Facebook,Post_17,Image,538,80,239,59232,28720,45,Female,Jersey,Neutral,4810,19.17
8/14/2023,Twitter,Post_75,Text,823,142,396,28186,19607,22,Male,Bahamas,Neutral,1426,54.49
10/1/2023,Instagram,Post_84,Video,330,153,433,43174,134190,33,Male,Hong Kong,Neutral,3583,28.52
12/15/2023,Instagram,Post_52,Text,712,239,107,16168,61587,51,Male,French Guiana,Neutral,4534,36.04
3/31/2023,Facebook,Post_100,Text,151,82,473,13421,82177,59,Female,Iraq,Neutral,3755,27
10/24/2023,Instagram,Post_76,Carousel,440,48,389,96702,30134,21,Female,Morocco,Neutral,2672,49.66
4/29/2023,Instagram,Post_97,Image,851,157,125,48614,42794,34,Male,Comoros,Negative,1594,82.37
5/10/2023,Facebook,Post_42,Video,145,182,391,14721,98380,44,Male,Ireland,Neutral,3541,29.54
4/24/2023,Facebook,Post_81,Image,384,124,278,24912,57706,27,Male,Qatar,Neutral,4766,15.17
6/11/2023,Facebook,Post_19,Text,697,169,260,76901,25317,50,Female,Brunei Darussalam,Neutral,2658,24.3
3/6/2023,Facebook,Post_73,Image,318,61,95,7478,20675,21,Other,Heard Island and McDonald Islands,Neutral,2646,28.87
11/8/2023,Twitter,Post_58,Image,894,299,271,27898,21266,47,Other,Burkina Faso,Neutral,4651,22.58
5/30/2023,Twitter,Post_71,Image,570,48,423,36910,27303,47,Other,Mali,Negative,2850,28.88
10/8/2023,Facebook,Post_4,Carousel,308,71,21,66042,56211,53,Other,Northern Mariana Islands,Negative,2466,49.59
9/25/2023,Facebook,Post_70,Text,426,107,422,58452,27971,34,Male,Seychelles,Negative,1667,45.71
12/13/2023,Instagram,Post_15,Image,410,132,233,26034,196770,42,Female,Brazil,Neutral,1386,45.67
7/23/2023,Facebook,Post_70,Text,656,272,479,97014,38393,26,Other,Falkland Islands (Malvinas),Neutral,3755,23.41
12/26/2023,Facebook,Post_59,Image,158,68,457,58479,72440,39,Male,Romania,Negative,4694,20.3
2/22/2023,Twitter,Post_77,Video,442,192,390,50063,19154,35,Other,Gambia,Positive,850,104.59
8/30/2023,Twitter,Post_28,Image,774,107,245,39080,12055,23,Female,Belgium,Positive,3927,31.07
4/9/2023,Twitter,Post_1,Carousel,437,292,254,15651,17127,47,Male,Heard Island and McDonald Islands,Positive,3938,22.78
2/26/2023,Facebook,Post_68,Image,862,256,46,19014,27971,53,Other,French Polynesia,Positive,788,128.3
3/3/2023,Instagram,Post_64,Carousel,394,43,215,94224,115917,56,Other,Norway,Positive,1261,58.68
10/16/2023,Instagram,Post_42,Text,386,250,330,27747,151892,34,Male,Zambia,Negative,656,139.48
8/29/2023,Facebook,Post_43,Text,269,49,220,24166,55267,38,Female,Somalia,Positive,4412,7.62
10/5/2023,Instagram,Post_24,Carousel,183,129,3,78529,123285,39,Male,Bangladesh,Negative,1204,82.81
8/9/2023,Facebook,Post_81,Carousel,168,46,367,79167,35153,42,Male,Israel,Negative,3778,17.81
4/4/2023,Facebook,Post_12,Image,4,32,434,25842,49661,50,Male,Cape Verde,Neutral,1698,17.31
3/9/2023,Instagram,Post_58,Carousel,965,80,192,88941,170744,65,Female,Kazakhstan,Neutral,4820,27.9
12/10/2023,Twitter,Post_44,Image,699,34,96,23268,13924,45,Other,Saint Barthelemy,Neutral,3116,40.5
5/16/2023,Instagram,Post_34,Video,153,257,167,77664,120461,31,Other,Haiti,Neutral,1020,64.41
2/5/2023,Twitter,Post_3,Carousel,590,206,88,45252,38904,53,Male,Central African Republic,Negative,3556,15.13
3/7/2023,Twitter,Post_57,Text,15,21,313,70095,33468,48,Other,Congo,Negative,3759,34.74
7/28/2023,Facebook,Post_72,Text,397,278,102,42969,45158,31,Other,Bangladesh,Negative,3357,19.99
7/14/2023,Twitter,Post_27,Image,736,215,361,57956,13726,33,Other,Portugal,Negative,846,132.03
10/20/2023,Facebook,Post_80,Text,12,70,118,44794,65850,46,Female,Cayman Islands,Neutral,2850,26.39
8/15/2023,Twitter,Post_20,Carousel,812,117,264,30480,46827,20,Female,Mauritius,Positive,2060,57.91
1/15/2023,Instagram,Post_30,Carousel,352,107,386,13020,32944,61,Male,Guatemala,Negative,4733,21.49
11/28/2023,Instagram,Post_66,Image,859,79,149,61371,122729,39,Male,Mauritius,Negative,543,119.71
2/4/2023,Instagram,Post_18,Text,841,121,482,91754,53856,55,Female,Anguilla,Negative,4925,3.45
1/20/2023,Instagram,Post_91,Text,997,287,37,62797,162061,45,Other,Yemen,Neutral,3313,24.57
5/16/2023,Instagram,Post_25,Image,478,64,469,45919,73204,65,Other,Uganda,Neutral,1134,43.39
4/8/2023,Instagram,Post_49,Carousel,950,233,193,12961,64258,42,Male,Argentina,Neutral,3063,29.06
12/17/2023,Twitter,Post_64,Video,972,103,383,50171,42211,24,Female,Turkmenistan,Positive,4987,23.3
1/10/2023,Twitter,Post_23,Video,484,150,80,47457,15846,60,Female,Svalbard & Jan Mayen Islands,Neutral,1488,33.06
8/3/2023,Facebook,Post_84,Text,526,174,348,7687,42327,49,Female,French Southern Territories,Neutral,1507,83.81
9/20/2023,Instagram,Post_33,Video,26,294,463,47134,157729,57,Male,Ghana,Neutral,4794,29.93
5/26/2023,Twitter,Post_47,Video,297,112,19,49043,24061,43,Male,Timor-Leste,Neutral,1353,33.56
1/22/2023,Facebook,Post_7,Text,216,27,189,46590,15583,56,Male,Czech Republic,Negative,4022,18.32
11/9/2023,Twitter,Post_48,Text,604,98,138,60514,6361,20,Other,Singapore,Negative,2301,46.37
6/16/2023,Twitter,Post_95,Video,400,64,182,78990,8028,39,Female,Luxembourg,Negative,2335,17.43
3/25/2023,Facebook,Post_45,Video,216,131,67,85777,96916,42,Female,French Southern Territories,Positive,4216,27.94
11/28/2023,Instagram,Post_17,Video,219,245,329,44392,60410,61,Other,Kazakhstan,Positive,4725,15.47
3/30/2023,Facebook,Post_4,Carousel,396,10,158,80816,75861,33,Female,Croatia,Positive,3655,31.24
12/24/2023,Instagram,Post_53,Image,146,69,429,76003,133928,26,Female,Lesotho,Positive,3784,37
6/6/2023,Facebook,Post_17,Text,761,3,263,35022,63742,56,Other,Jordan,Negative,826,111.99
7/1/2023,Facebook,Post_57,Carousel,788,257,361,61746,25757,48,Other,Isle of Man,Negative,1516,26.52
5/13/2023,Instagram,Post_51,Image,742,44,318,31613,51637,45,Female,Falkland Islands (Malvinas),Negative,1585,69.91
1/2/2023,Facebook,Post_2,Video,561,14,97,4678,39006,39,Female,Italy,Positive,2896,37.88
2/10/2023,Twitter,Post_60,Carousel,682,221,183,51432,45968,61,Other,Algeria,Neutral,2044,55.14
4/17/2023,Twitter,Post_77,Video,196,267,135,32996,10348,21,Other,Bosnia and Herzegovina,Neutral,3594,43.63
2/10/2023,Instagram,Post_26,Video,181,19,48,94984,120461,28,Male,Sao Tome and Principe,Neutral,4508,18.23
7/22/2023,Facebook,Post_34,Carousel,951,246,58,50092,90159,40,Female,Saint Kitts and Nevis,Negative,3608,39.52
8/25/2023,Facebook,Post_100,Image,425,208,29,25261,73464,28,Male,Tanzania,Positive,564,277.48
7/31/2023,Facebook,Post_12,Carousel,504,231,163,99502,59823,48,Male,Martinique,Positive,4551,18.28
2/19/2023,Instagram,Post_3,Image,350,218,277,60952,156633,58,Female,Cocos (Keeling) Islands,Positive,2979,42.03
4/19/2023,Facebook,Post_21,Carousel,270,155,226,18056,71338,42,Female,Nigeria,Negative,2771,17.76
5/25/2023,Twitter,Post_98,Image,47,9,440,61734,41988,20,Female,Vanuatu,Neutral,2893,33.6
12/30/2023,Facebook,Post_87,Image,720,119,261,96541,24813,45,Male,Tuvalu,Neutral,2016,23.36
3/12/2023,Twitter,Post_18,Video,83,112,155,7927,8817,29,Other,Nauru,Negative,2093,63.83
5/9/2023,Facebook,Post_77,Text,396,107,40,55121,24372,42,Male,Vanuatu,Negative,3480,34.2
7/2/2023,Twitter,Post_21,Carousel,522,134,293,51829,17730,44,Male,Azerbaijan,Negative,1895,67.49
4/3/2023,Instagram,Post_41,Carousel,249,299,396,51459,126173,32,Male,Georgia,Neutral,4387,22.82
3/30/2023,Facebook,Post_93,Text,910,195,491,2628,98386,24,Male,Ecuador,Neutral,2389,24.99
3/4/2023,Instagram,Post_19,Carousel,230,22,347,33609,54293,54,Female,Tuvalu,Neutral,4813,17.45
2/24/2023,Facebook,Post_55,Text,278,131,51,24466,33889,53,Female,Bahamas,Neutral,1228,93.65
12/9/2023,Facebook,Post_1,Text,457,154,288,13177,27171,22,Other,Guam,Neutral,1137,41.07
12/5/2023,Facebook,Post_47,Text,832,146,325,53180,52266,39,Male,Greece,Neutral,897,124.08
9/19/2023,Instagram,Post_51,Text,700,72,107,53290,147533,48,Other,Kiribati,Neutral,1673,87.03
10/25/2023,Twitter,Post_71,Carousel,533,202,490,15115,8257,52,Other,South Georgia and the South Sandwich Islands,Positive,4450,27.71
7/29/2023,Instagram,Post_46,Text,679,96,355,67559,96708,64,Other,Cape Verde,Positive,3604,20.17
11/5/2023,Facebook,Post_68,Image,735,47,152,56334,63880,46,Female,Suriname,Negative,3227,48.44
4/23/2023,Instagram,Post_26,Carousel,749,190,62,19990,52023,30,Male,Niger,Negative,2373,17.66
9/4/2023,Facebook,Post_84,Text,788,19,91,28731,72068,47,Male,Syrian Arab Republic,Positive,787,93.65
6/23/2023,Facebook,Post_80,Carousel,759,262,395,41738,45446,38,Female,Russian Federation,Positive,1322,81.69
4/12/2023,Twitter,Post_22,Carousel,323,276,61,63151,20742,29,Female,Montenegro,Neutral,4989,28.56
12/1/2023,Twitter,Post_74,Carousel,638,109,331,50012,20498,57,Male,Mozambique,Neutral,2988,19.31
5/2/2023,Facebook,Post_74,Video,196,213,25,67470,69223,53,Other,Russian Federation,Negative,1930,46.48
11/19/2023,Twitter,Post_66,Carousel,855,105,447,87937,36338,41,Female,Botswana,Negative,1021,116.65
3/6/2023,Instagram,Post_51,Text,522,285,307,13382,94049,47,Male,Bahamas,Negative,1439,48.3
4/5/2023,Facebook,Post_44,Image,972,277,201,36107,36102,32,Male,Trinidad and Tobago,Positive,3288,25.03
10/29/2023,Twitter,Post_57,Video,426,246,16,90427,45718,51,Male,Falkland Islands (Malvinas),Neutral,4042,11.83
6/1/2023,Instagram,Post_84,Carousel,406,144,1,51408,174978,52,Male,Bolivia,Positive,4890,13.52
6/5/2023,Instagram,Post_28,Carousel,433,198,103,53747,179869,35,Other,Zambia,Neutral,2059,56.63
6/26/2023,Twitter,Post_36,Carousel,69,137,363,96859,7654,39,Other,Kazakhstan,Neutral,1634,39.6
6/2/2023,Instagram,Post_94,Carousel,442,47,13,8875,110304,53,Female,Heard Island and McDonald Islands,Positive,3926,35.86
12/31/2023,Twitter,Post_17,Text,894,257,441,61519,44565,63,Male,Guinea,Negative,656,120.27
4/8/2023,Instagram,Post_92,Image,569,74,483,32256,46165,19,Female,Saint Kitts and Nevis,Negative,3545,33.2
1/14/2023,Instagram,Post_47,Video,162,128,86,58281,196770,30,Other,Cyprus,Negative,1523,78.59
12/21/2023,Twitter,Post_100,Image,23,177,110,84426,13883,26,Male,Niger,Negative,1679,67.72
2/11/2023,Facebook,Post_83,Image,860,75,74,64959,53284,49,Male,Turks and Caicos Islands,Positive,3689,30.63
3/18/2023,Instagram,Post_99,Video,872,145,308,23409,45378,31,Male,Israel,Positive,851,29.02
4/13/2023,Twitter,Post_54,Video,722,8,14,17441,29407,18,Other,Faroe Islands,Positive,2101,52.59
1/24/2023,Twitter,Post_43,Video,503,293,108,19473,23994,30,Other,Senegal,Positive,3861,33.57
11/5/2023,Twitter,Post_3,Image,623,269,479,33715,45866,40,Male,Syrian Arab Republic,Positive,751,139.41
12/27/2023,Twitter,Post_4,Image,334,215,397,87384,15476,23,Female,Albania,Positive,4041,14.48
7/24/2023,Twitter,Post_8,Video,333,199,114,60572,39449,57,Male,Seychelles,Positive,1968,18.14
4/6/2023,Twitter,Post_94,Carousel,213,180,396,89688,41963,36,Female,Suriname,Positive,4389,4.76
3/18/2023,Facebook,Post_2,Carousel,817,208,425,71899,56751,42,Other,Germany,Positive,1260,19.92
4/5/2023,Facebook,Post_84,Text,313,108,114,28942,93521,59,Female,Cuba,Positive,4356,5.14
9/5/2023,Facebook,Post_31,Image,568,60,297,38655,51072,44,Male,Georgia,Neutral,4095,13.19
2/4/2023,Twitter,Post_56,Image,809,65,142,41374,11334,63,Male,South Georgia and the South Sandwich Islands,Neutral,2330,60.3
6/28/2023,Twitter,Post_50,Carousel,944,56,95,36284,41804,36,Other,Kazakhstan,Neutral,4760,10.55
10/12/2023,Instagram,Post_2,Video,1,265,1,11456,179798,61,Other,Turkmenistan,Neutral,4440,22.86
7/13/2023,Instagram,Post_65,Text,720,157,445,40069,161364,59,Female,Taiwan,Negative,2705,21.48
6/24/2023,Facebook,Post_81,Text,208,37,457,69680,68896,49,Other,French Polynesia,Neutral,1491,78.34
6/8/2023,Instagram,Post_55,Video,443,1,265,13726,173822,32,Female,Nauru,Negative,836,45.57
8/30/2023,Twitter,Post_89,Video,506,129,348,77404,41730,53,Male,Botswana,Negative,2885,34.42
2/24/2023,Instagram,Post_67,Text,292,208,359,62026,171529,52,Male,Zimbabwe,Negative,4082,36.43
10/13/2023,Instagram,Post_15,Text,913,268,438,31060,103277,59,Male,Latvia,Negative,3385,13.56
7/4/2023,Instagram,Post_46,Image,845,83,328,38644,163746,62,Other,Pakistan,Neutral,2142,43.04
9/28/2023,Instagram,Post_91,Carousel,233,21,38,91010,126176,62,Female,Solomon Islands,Neutral,3820,15.37
10/17/2023,Twitter,Post_36,Image,872,160,256,99045,10237,43,Other,Cyprus,Negative,4825,25.26
7/22/2023,Twitter,Post_1,Carousel,776,113,342,5361,35386,58,Other,New Caledonia,Negative,4047,22.58
1/19/2023,Instagram,Post_69,Image,144,133,79,46968,21175,62,Female,Mali,Negative,4176,26.27
1/17/2023,Facebook,Post_88,Carousel,137,60,491,16109,14994,49,Other,Saint Vincent and the Grenadines,Positive,1683,50.56
4/10/2023,Facebook,Post_31,Text,854,149,11,99557,15314,47,Male,Hungary,Positive,3327,19.12
4/16/2023,Twitter,Post_71,Image,50,250,363,29683,35244,31,Male,Costa Rica,Neutral,4041,34.69
5/23/2023,Facebook,Post_55,Text,173,26,427,43770,32956,24,Female,Mauritius,Neutral,3780,32.88
12/14/2023,Twitter,Post_56,Video,63,158,444,65735,12837,45,Male,Slovenia,Neutral,2266,44.26
7/18/2023,Twitter,Post_19,Image,36,229,485,50151,29424,47,Male,Serbia,Neutral,2243,40.35
7/19/2023,Facebook,Post_40,Video,379,123,377,38667,99374,37,Male,Senegal,Neutral,3249,21.18
4/19/2023,Facebook,Post_95,Text,387,97,75,55206,68874,65,Other,Svalbard & Jan Mayen Islands,Neutral,2076,36.56
10/5/2023,Instagram,Post_54,Carousel,661,156,391,95400,74123,42,Female,Niue,Neutral,4264,28.21
6/13/2023,Instagram,Post_78,Image,216,199,275,67124,153159,18,Other,Ukraine,Neutral,3824,13
4/15/2023,Instagram,Post_50,Video,509,278,92,13043,130328,55,Other,Botswana,Neutral,3143,14.32
8/11/2023,Facebook,Post_37,Text,363,66,414,9547,55162,37,Other,Sudan,Negative,4230,18.18
1/2/2023,Instagram,Post_50,Text,703,166,230,93714,35383,50,Other,Trinidad and Tobago,Negative,2194,49.32
2/10/2023,Instagram,Post_44,Text,125,294,384,88708,129379,39,Male,Montenegro,Positive,4958,22.59
4/12/2023,Facebook,Post_51,Image,775,224,256,37676,73816,36,Male,Grenada,Positive,4376,22.92
3/19/2023,Instagram,Post_81,Image,330,280,448,22527,30134,28,Female,Mayotte,Negative,1429,42.2
11/5/2023,Instagram,Post_26,Video,501,226,433,62784,35144,53,Female,Czech Republic,Negative,4476,20.26
2/20/2023,Twitter,Post_36,Video,338,83,186,16313,17667,22,Male,Falkland Islands (Malvinas),Negative,2980,43.39
8/6/2023,Twitter,Post_2,Video,289,160,360,7444,45792,46,Female,Solomon Islands,Negative,4281,26.49
1/9/2023,Twitter,Post_49,Text,535,106,401,55650,34508,40,Female,Jordan,Negative,1539,59.26
6/15/2023,Facebook,Post_31,Video,997,214,56,97556,63232,34,Female,Portugal,Negative,3850,22.68
1/30/2023,Facebook,Post_21,Text,339,231,389,25065,16632,18,Other,United States Virgin Islands,Negative,1718,12.11
6/13/2023,Facebook,Post_40,Image,680,158,85,17752,62745,25,Other,Costa Rica,Negative,2175,40.69
11/3/2023,Twitter,Post_56,Image,220,32,233,99439,43992,54,Female,Slovakia (Slovak Republic),Negative,675,67.56
7/14/2023,Twitter,Post_25,Image,53,70,335,67832,23542,57,Female,Niue,Negative,1378,38.32
9/28/2023,Instagram,Post_22,Carousel,193,267,435,75801,102384,54,Male,Gibraltar,Negative,2168,44.19
7/14/2023,Facebook,Post_79,Text,577,27,427,15773,63417,47,Female,Marshall Islands,Negative,2937,28.36
6/26/2023,Instagram,Post_3,Text,380,162,4,7409,162886,39,Other,Timor-Leste,Negative,4341,14.42
5/23/2023,Instagram,Post_72,Video,133,23,279,85963,165003,31,Other,Papua New Guinea,Neutral,937,105.02
10/6/2023,Facebook,Post_94,Image,92,238,452,45892,24528,32,Male,South Africa,Neutral,742,161.46
5/24/2023,Instagram,Post_71,Image,789,93,196,16537,20510,30,Other,Montserrat,Neutral,3945,8.37
11/18/2023,Twitter,Post_3,Video,599,207,9,48728,32891,40,Male,Indonesia,Negative,4476,14.95
1/28/2023,Facebook,Post_58,Image,797,1,191,62652,99520,23,Other,Bhutan,Negative,3309,12.6
12/24/2023,Twitter,Post_88,Text,866,168,48,78523,26374,21,Other,Sweden,Positive,4888,11.66
9/8/2023,Facebook,Post_57,Carousel,595,277,499,89404,90955,30,Other,Moldova,Positive,2019,47.65
5/9/2023,Instagram,Post_14,Text,316,84,10,31874,78346,62,Female,Qatar,Negative,4782,20.12
1/6/2023,Instagram,Post_11,Image,166,79,182,27202,85982,52,Female,Nicaragua,Negative,4848,21.49
7/29/2023,Instagram,Post_76,Carousel,976,180,197,38531,109495,55,Male,Lesotho,Negative,3390,27.49
12/22/2023,Facebook,Post_86,Image,172,222,119,11337,25214,55,Female,Panama,Neutral,1955,69.87
12/9/2023,Twitter,Post_17,Carousel,836,136,182,95918,22442,33,Male,Guinea,Negative,2123,21.9
7/6/2023,Facebook,Post_55,Carousel,779,98,244,17732,57072,46,Male,Faroe Islands,Neutral,2016,32.34
11/2/2023,Instagram,Post_92,Image,820,197,458,43697,175157,27,Male,Honduras,Neutral,2746,39.69
9/14/2023,Instagram,Post_59,Video,73,221,392,19946,125417,64,Other,British Virgin Islands,Neutral,3181,44.83
1/31/2023,Instagram,Post_3,Text,740,157,1,25727,132819,36,Female,Lesotho,Neutral,3809,37.28
6/26/2023,Instagram,Post_65,Text,684,70,476,57598,77910,61,Male,Guam,Negative,3953,28.05
8/11/2023,Facebook,Post_54,Image,963,139,68,72267,73703,18,Other,Norway,Negative,925,181.08
10/22/2023,Twitter,Post_98,Text,351,109,90,30702,26005,36,Other,Jersey,Negative,3742,29.26
5/4/2023,Twitter,Post_97,Video,570,220,203,64655,11452,46,Other,Portugal,Neutral,595,209.41
4/10/2023,Facebook,Post_11,Video,215,37,453,51184,68202,62,Other,Brazil,Neutral,2830,43.46
10/30/2023,Twitter,Post_75,Image,272,181,63,14988,12385,56,Other,Albania,Neutral,3799,10.5
8/19/2023,Facebook,Post_69,Video,913,124,271,10858,45030,43,Other,Tuvalu,Negative,4225,7.53
4/2/2023,Twitter,Post_94,Image,458,113,346,27018,6223,27,Male,Malawi,Positive,4763,27
8/21/2023,Instagram,Post_90,Carousel,976,251,344,29714,60788,53,Female,Vanuatu,Positive,4599,6.65
11/11/2023,Facebook,Post_58,Text,729,162,93,5874,37486,55,Female,Benin,Positive,1239,41.73
4/26/2023,Facebook,Post_99,Image,55,156,449,70413,26342,56,Other,Saint Kitts and Nevis,Positive,3861,25.07
11/12/2023,Facebook,Post_49,Text,531,255,257,93115,63455,48,Male,Bahamas,Positive,3384,14.1
11/20/2023,Twitter,Post_96,Video,780,61,302,3841,16739,27,Male,Samoa,Positive,2229,51.1
2/9/2023,Facebook,Post_45,Image,352,29,131,44738,26161,49,Other,French Polynesia,Positive,1965,55.93
7/24/2023,Twitter,Post_96,Text,523,206,326,7144,37193,30,Male,Denmark,Positive,2645,22
11/11/2023,Instagram,Post_6,Text,269,103,269,54001,136009,50,Male,Trinidad and Tobago,Negative,4938,20.19
8/30/2023,Twitter,Post_67,Image,938,273,140,3828,33703,49,Female,Bahamas,Negative,1379,32.34
1/8/2023,Facebook,Post_22,Carousel,618,239,60,85956,14478,31,Female,Gambia,Negative,1352,33.8
5/31/2023,Instagram,Post_83,Image,264,163,491,3017,44858,29,Female,Kuwait,Negative,1487,89.24
12/13/2023,Instagram,Post_49,Carousel,143,226,140,24864,146896,41,Female,Vietnam,Negative,2749,40.92
11/5/2023,Facebook,Post_33,Carousel,314,96,141,41415,55510,38,Other,Austria,Neutral,3351,41.6
7/22/2023,Twitter,Post_95,Text,985,9,295,5097,44984,65,Other,Bouvet Island (Bouvetoya),Positive,2885,51.44
12/21/2023,Twitter,Post_36,Text,259,39,167,76476,31175,31,Female,Gambia,Positive,1401,56.89
11/7/2023,Twitter,Post_38,Image,960,151,447,64369,49118,28,Other,Kuwait,Positive,3587,29.27
9/19/2023,Instagram,Post_89,Video,171,111,437,75353,185827,22,Other,Lao People's Democratic Republic,Positive,833,85.47
11/6/2023,Facebook,Post_43,Video,385,219,215,69740,47187,19,Female,Vietnam,Negative,4041,24.4
9/16/2023,Instagram,Post_9,Video,14,136,243,4675,45202,51,Female,Cayman Islands,Neutral,2872,16.36
7/20/2023,Facebook,Post_95,Image,8,285,142,42762,30164,45,Other,Haiti,Positive,1120,93.93
11/26/2023,Facebook,Post_62,Video,189,29,169,47653,53911,46,Male,Ghana,Positive,1458,93.42
11/25/2023,Twitter,Post_84,Carousel,1000,251,113,15732,34004,41,Female,Japan,Positive,4928,19.7
3/17/2023,Facebook,Post_4,Video,926,59,443,65899,73556,27,Male,Hong Kong,Positive,4292,16.96
3/24/2023,Twitter,Post_1,Text,569,233,366,43659,29769,50,Female,Turkmenistan,Positive,4714,16.06
7/4/2023,Twitter,Post_98,Text,61,27,64,74513,17586,52,Other,Guinea-Bissau,Negative,3441,36.97
5/9/2023,Twitter,Post_33,Video,41,230,172,17043,34302,48,Female,Korea,Negative,3659,4.32
3/29/2023,Instagram,Post_19,Text,400,107,435,86727,31343,32,Male,Pitcairn Islands,Negative,1100,110.36
12/10/2023,Facebook,Post_22,Text,343,24,277,98189,86181,28,Female,United States Minor Outlying Islands,Negative,3633,30.11
12/23/2023,Facebook,Post_38,Text,254,289,406,5321,18672,55,Female,Cameroon,Negative,3109,20.46
10/18/2023,Instagram,Post_32,Image,318,277,486,88660,194238,47,Female,Maldives,Positive,3499,22.49
2/19/2023,Facebook,Post_28,Text,948,71,307,96497,63309,24,Female,Andorra,Positive,4229,5.84
1/1/2023,Instagram,Post_84,Carousel,321,285,23,91517,30945,42,Male,United States Minor Outlying Islands,Positive,2882,19.6
7/19/2023,Instagram,Post_38,Text,12,132,208,54764,61980,29,Other,Djibouti,Positive,901,109.99
6/5/2023,Facebook,Post_76,Image,993,228,288,95647,30919,41,Male,Cuba,Positive,3017,26.95
1/18/2023,Facebook,Post_89,Text,188,103,215,89921,79398,37,Male,Papua New Guinea,Positive,2028,43.54
11/30/2023,Twitter,Post_17,Text,785,120,337,85246,43311,59,Female,Uzbekistan,Positive,936,59.4
1/18/2023,Facebook,Post_34,Text,541,279,324,16350,49771,55,Male,Angola,Positive,2594,26.99
1/18/2023,Twitter,Post_8,Video,455,15,387,87944,10626,34,Male,Gambia,Negative,3393,17.86
3/27/2023,Instagram,Post_23,Image,407,111,172,40256,39152,62,Female,Australia,Negative,3376,30.39
1/2/2023,Instagram,Post_66,Carousel,884,146,209,66082,52825,52,Other,Sudan,Positive,3616,39.3
1/28/2023,Twitter,Post_98,Carousel,472,194,435,7580,45780,54,Female,Armenia,Neutral,1800,73.83
7/25/2023,Instagram,Post_71,Carousel,370,98,144,30898,150970,48,Other,Egypt,Neutral,4855,28.69
4/30/2023,Twitter,Post_59,Video,943,102,386,25467,12016,55,Male,Chile,Neutral,3960,34.7
1/29/2023,Facebook,Post_67,Video,963,224,121,57450,19148,20,Other,Haiti,Neutral,4474,7.82
12/29/2023,Instagram,Post_76,Image,88,140,165,65307,150185,63,Other,Central African Republic,Negative,516,197.09
4/10/2023,Instagram,Post_51,Carousel,374,26,75,2848,120073,27,Other,Saint Lucia,Neutral,1244,54.66
11/3/2023,Instagram,Post_37,Text,519,245,193,98279,171507,58,Female,Fiji,Negative,2840,32.18
12/31/2023,Instagram,Post_76,Video,706,174,370,57437,151049,29,Male,Germany,Positive,4743,14.42
